appid,nombre,genero_steamspy,tags,owners_estimado,promedio_horas,precio,hltb_name,main_story,main_extra,completionist
1877440,The Battle Never Ends,RPG,[],"50,000 .. 100,000",0,99,,,,
2113140,HU-man Dungeons,RPG,[],"50,000 .. 100,000",0,1299,,,,
338420,Alum,RPG,[],"50,000 .. 100,000",0,499,Alum,5.88,6.1,6.36
1356160,Andromeda One Zombies,RPG,[],"50,000 .. 100,000",0,0,,,,
1855950,Leningrad,RPG,[],"50,000 .. 100,000",0,99,,,,
952030,Gilded Rails,RPG,[],"50,000 .. 100,000",0,489,,,,
2326830,Deeper In The Dark,RPG,[],"50,000 .. 100,000",0,299,,,,
1942580,Find And Kill The Evil King,RPG,[],"50,000 .. 100,000",0,299,,,,
2286240,Polyturned,RPG,[],"50,000 .. 100,000",0,599,,,,
3062720,"Restore, Reflect, Retry",RPG,[],"50,000 .. 100,000",0,499,"Restore, Reflect, Retry",0.0,0.0,0.0
1882820,My Little Dictator,RPG,[],"50,000 .. 100,000",0,899,,,,
607020,Last Heroes 4,RPG,[],"50,000 .. 100,000",0,79,Last Heroes 4,0.0,0.0,3.83
2020480,魔導聖戰:風色幻想,RPG,[],"50,000 .. 100,000",0,199,,,,
409910,The Storm Guard: Darkness is Coming,RPG,[],"50,000 .. 100,000",0,1999,The Storm Guard: Darkness is Coming,0.0,0.0,0.0
358080,No Turning Back: The Pixel Art Action-Adventure Roguelike,RPG,[],"50,000 .. 100,000",0,149,,,,
624890,Adventure Craft,RPG,[],"50,000 .. 100,000",0,0,Adventure Craft,0.0,0.0,0.0
556740,LEGRAND LEGACY: Tale of the Fatebounds,RPG,[],"50,000 .. 100,000",0,199,Legrand Legacy: Tale of the Fatebounds,30.26,43.28,80.78
1882040,Craft Hero,RPG,[],"50,000 .. 100,000",0,499,,,,
529160,Moekuri: Adorable + Tactical SRPG,RPG,[],"50,000 .. 100,000",0,1199,Moékuri,0.0,0.0,0.0
1252710,Cardaclysm,RPG,[],"50,000 .. 100,000",0,149,Cardaclysm: Shards of the Four,0.0,13.5,32.48
782570,Endless Road: Reborn,RPG,[],"50,000 .. 100,000",0,999,,,,
1328990,Godsworn,RPG,[],"50,000 .. 100,000",0,2999,Godsworn,12.0,0.0,0.0
1065100,Golden Treasure: The Great Green,RPG,[],"50,000 .. 100,000",0,1999,Golden Treasure: The Great Green,7.13,0.0,18.0
1198320,DOTOKOI / 像素男友,RPG,[],"50,000 .. 100,000",0,0,,,,
741140,Baldr Sky,RPG,[],"50,000 .. 100,000",0,4999,Baldr Sky,85.53,118.99,167.44
2427430,S.T.A.L.K.E.R.: Call of Prypiat - Enhanced Edition,RPG,[],"50,000 .. 100,000",0,1339,S.T.A.L.K.E.R.: Call of Pripyat,15.08,23.5,31.68
2432660,Clan monsters,RPG,[],"50,000 .. 100,000",0,79,Clan Monsters,0.0,0.0,0.0
2285180,Dream Catcher,RPG,[],"50,000 .. 100,000",0,299,Dream Catcher,0.17,0.42,0.5
340030,Dungeon of gain,RPG,[],"50,000 .. 100,000",0,499,Dungeon of Gain,0.0,0.0,0.0
718940,Prey with Gun 带枪的猎物,RPG,[],"50,000 .. 100,000",0,0,,,,
1748750,Crystarise,RPG,[],"50,000 .. 100,000",0,1599,Crystarise,20.0,0.0,0.0
878380,Touhou Big Big Battle,RPG,[],"50,000 .. 100,000",0,0,Touhou Big Big Battle,0.0,0.0,0.0
656120,Fantasya Final Definitiva REMAKE,RPG,[],"50,000 .. 100,000",0,0,Fantasya Final Definitiva REMAKE,0.0,0.0,0.0
2425270,胡服騎射 Hufu riding and shooting,RPG,[],"50,000 .. 100,000",0,299,,,,
2013270,骸亡禁决：Skeleton King,RPG,[],"50,000 .. 100,000",0,199,,,,
880510,Girl and Goblin,RPG,[],"50,000 .. 100,000",0,119,Girl and Goblin,0.38,0.0,0.45
1847500,Rising of the Moon - Part 1,RPG,[],"50,000 .. 100,000",0,499,,,,
112100,Avadon: The Black Fortress,RPG,[],"50,000 .. 100,000",0,999,Avadon: The Black Fortress,39.9,53.56,79.95
2628600,疑案追了声,RPG,[],"50,000 .. 100,000",0,0,,,,
577710,Pirates of Everseas,RPG,[],"50,000 .. 100,000",0,0,,,,
488960,Star Vikings Forever,RPG,[],"50,000 .. 100,000",0,249,Star Vikings Forever,16.1,20.0,0.0
889080,Deity Empires,RPG,[],"50,000 .. 100,000",0,2499,Deity Empires,0.0,0.0,0.0
1648190,QANGA,RPG,[],"50,000 .. 100,000",0,1999,,,,
433300,Marvel: Ultimate Alliance,RPG,[],"50,000 .. 100,000",0,0,Marvel: Ultimate Alliance,13.25,18.41,36.1
1373220,Live the Life,RPG,[],"50,000 .. 100,000",0,0,Live the Life,0.0,0.0,0.0
2307120,Lovelorn sanatorium Ⅲ,RPG,[],"50,000 .. 100,000",0,799,,,,
1007400,Alien Shooter 2 - The Legend,RPG,[],"50,000 .. 100,000",0,374,Alien Shooter 2 - The Legend,0.0,0.0,18.62
991260,Borderlands 2 VR,RPG,[],"50,000 .. 100,000",0,4999,Borderlands 2 VR,30.0,0.0,98.29
2695270,Miss Neko: Pirates,RPG,[],"50,000 .. 100,000",0,399,Miss Neko: Pirates,0.0,1.6,3.24
1240590,Sir Whoopass: Immortal Death,RPG,[],"50,000 .. 100,000",0,849,Sir Whoopass: Immortal Death,7.78,9.98,13.73
2404360,翎之歌,RPG,[],"50,000 .. 100,000",0,699,,,,
3069120,Love Curse: Find Your Soulmate,RPG,[],"50,000 .. 100,000",0,1400,Love Curse: Find Your Soulmate,4.6,6.72,19.78
593740,Dragon Climax,RPG,[],"50,000 .. 100,000",0,399,Dragon Climax,0.0,0.0,0.0
621150,False Shelter,RPG,[],"50,000 .. 100,000",0,49,False Shelter,0.0,0.0,0.0
1453140,Abyss The Forgotten Past: Prologue,RPG,[],"50,000 .. 100,000",0,0,Abyss The Forgotten Past: Prologue,0.67,0.0,0.0
1788850,你已经猜到结局了吗,RPG,[],"50,000 .. 100,000",0,799,,,,
1062040,Dragon Star Varnir,RPG,[],"50,000 .. 100,000",0,3999,Dragon Star Varnir,16.1,22.78,36.3
2739830,King Arthur: Legion IX,RPG,[],"50,000 .. 100,000",0,1999,King Arthur: Legion IX,12.12,18.11,25.17
2824960,Fracas,RPG,[],"50,000 .. 100,000",0,599,Fracas,0.0,6.0,0.0
1804010,Labyrinth Of The Demon King,RPG,[],"50,000 .. 100,000",0,1999,Labyrinth Of The Demon King,7.22,8.83,10.63
2330410,Vom Drachentöten,RPG,[],"50,000 .. 100,000",0,199,,,,
910390,Stay or Leave / 留离,RPG,[],"50,000 .. 100,000",0,199,,,,
635250,Evil Genome 光明重影,RPG,[],"50,000 .. 100,000",0,1499,,,,
2530980,Tales of Graces f Remastered,RPG,[],"50,000 .. 100,000",0,3999,Tales of Graces f Remastered,36.11,53.55,90.14
332380,Asguaard,RPG,[],"50,000 .. 100,000",0,1299,Asguaard,46.18,50.0,61.0
1606980,Ouroboros Dungeon,RPG,[],"50,000 .. 100,000",0,299,,,,
1480260,Rathe: The Beginning,RPG,[],"50,000 .. 100,000",0,2499,,,,
1681520,Fifefer Island - Terrena's Adventure,RPG,[],"50,000 .. 100,000",0,999,,,,
332710,1Quest,RPG,[],"50,000 .. 100,000",0,399,1Quest,2.18,14.28,36.0
1874010,Robert: Space Stories and Battles,RPG,[],"50,000 .. 100,000",0,199,,,,
362140,Ashes of Immortality II,RPG,[],"50,000 .. 100,000",0,79,Ashes of Immortality II,5.0,0.0,0.0
1666600,The Dragon Apprentice,RPG,[],"50,000 .. 100,000",0,1799,,,,
1352590,Requiem Aeternam Eden,RPG,[],"50,000 .. 100,000",0,99,,,,
1361430,Magical Stock Princess,RPG,[],"50,000 .. 100,000",0,299,,,,
1724510,Detective Gman,RPG,[],"50,000 .. 100,000",0,99,,,,
289180,A.I.M.2 Clan Wars,RPG,[],"50,000 .. 100,000",0,299,A.I.M.2 Clan Wars,0.0,20.0,0.0
898590,Margonem,RPG,[],"50,000 .. 100,000",0,0,Margonem,0.0,0.0,300.0
1786010,AETHERIS,RPG,[],"50,000 .. 100,000",0,2499,Aetheris,0.0,71.0,0.0
1772060,Mirages,RPG,[],"50,000 .. 100,000",0,899,Mirages of Winter,0.0,2.55,0.0
2023050,Lighthouse Keeper,RPG,[],"50,000 .. 100,000",0,1199,Lighthouse Keeper,4.42,5.7,8.89
986020,Kunoichi Botan,RPG,[],"50,000 .. 100,000",0,599,Kunoichi Botan,4.55,0.0,5.34
1206480,Swordsman VR,RPG,[],"50,000 .. 100,000",0,1999,Swordsman VR,3.72,5.54,5.54
1078280,Ruins Seeker,RPG,[],"50,000 .. 100,000",0,1999,Ruins Seeker,12.6,0.0,18.0
2738380,Supermarket & Internet Cafe Simulator,RPG,[],"50,000 .. 100,000",0,749,Internet Cafe & Supermarket Simulator 2024,0.0,0.0,0.0
1691190,Rogue Waters,RPG,[],"50,000 .. 100,000",0,2999,Rogue Waters,13.34,18.14,24.67
1426050,Fractured Online,RPG,[],"50,000 .. 100,000",0,0,Fractured Online,0.0,0.0,0.0
2401410,Cabernet,RPG,[],"50,000 .. 100,000",0,1399,Cabernet,9.71,13.5,19.71
354730,Deadly Sin,RPG,[],"50,000 .. 100,000",0,499,Deadly Sin,19.05,21.5,38.15
2240790,Sucker for Love: Date to Die For,RPG,[],"50,000 .. 100,000",0,1299,Sucker for Love: Date to Die For,4.1,4.83,5.88
1800650,Galaxy Citizen,RPG,[],"50,000 .. 100,000",0,0,,,,
325790,Fallen: A2P Protocol,RPG,[],"50,000 .. 100,000",0,999,Fallen: A2P Protocol,0.0,0.0,0.0
2500420,Fantasy Kommander: Eukarion Wars,RPG,[],"50,000 .. 100,000",0,799,,,,
1402900,Twilight Memoria,RPG,[],"50,000 .. 100,000",0,699,Twilight Memoria,0.0,0.0,0.0
1031770,Воин Хинора,RPG,[],"50,000 .. 100,000",0,199,,,,
1774390,Alien Age,RPG,[],"50,000 .. 100,000",0,99,Alien Rage,6.35,9.52,17.02
3017400,Ravensthorn,RPG,[],"50,000 .. 100,000",0,499,,,,
2963830,Skel Dungeon: Heroes Must Die!,RPG,[],"50,000 .. 100,000",0,899,,,,
3144400,Gold's Dungeon,RPG,[],"50,000 .. 100,000",0,399,,,,
2438680,Airborne Empire,RPG,[],"50,000 .. 100,000",0,2999,Airborne Empire,0.0,13.96,17.2
2940610,Lord of Darkness: Celebration,RPG,[],"50,000 .. 100,000",0,99,,,,
363510,STAR-BOX: RPG Adventures in Space,RPG,[],"50,000 .. 100,000",0,499,STAR-BOX: RPG Adventures in Space,0.0,0.0,0.0
365110,After All,RPG,[],"50,000 .. 100,000",0,299,After All,0.0,0.0,0.0
717190,Super Dungeon Master Ace RPG,RPG,[],"50,000 .. 100,000",0,0,Super Dungeon Master Ace,0.0,0.0,0.0
1219310,欢乐逗病毒TD,RPG,[],"50,000 .. 100,000",0,99,,,,
277650,Kult: Heretic Kingdoms,RPG,[],"50,000 .. 100,000",0,499,Kult: Heretic Kingdoms,17.38,16.86,21.1
1866420,La Pucelle: Ragnarok,RPG,[],"50,000 .. 100,000",0,1999,La Pucelle: Ragnarok,32.36,39.62,88.09
595060,Lionheart: Legacy of the Crusader,RPG,[],"50,000 .. 100,000",0,1999,Lionheart: Legacy of the Crusader,23.33,31.8,50.86
957710,The Waylanders,RPG,[],"50,000 .. 100,000",0,3499,The Waylanders,0.0,0.0,0.0
1572340,Ark of Artemis,RPG,[],"50,000 .. 100,000",0,1799,Ark of Artemis,4.92,10.45,0.0
841350,NALOGI 2,RPG,[],"50,000 .. 100,000",0,69,,,,
1300430,Whiskey.Mafia. Leo's Family,RPG,[],"50,000 .. 100,000",0,599,,,,
395620,Ittle Dew 2+,RPG,[],"50,000 .. 100,000",0,1999,Ittle Dew 2+,6.01,10.69,13.73
1055760,Prince Maker美少年梦工厂3：重生,RPG,[],"50,000 .. 100,000",0,0,,,,
1557480,Project MIKHAIL: A Muv-Luv War Story,RPG,[],"50,000 .. 100,000",0,1999,Project MIKHAIL: A Muv-Luv War Story,23.5,0.0,0.0
1035760,Glimmer in Mirror,RPG,[],"50,000 .. 100,000",0,1699,Glimmer in Mirror,0.0,0.0,0.0
1868180,Etrian Odyssey HD,RPG,[],"50,000 .. 100,000",0,3999,Etrian Odyssey III: The Drowned City,42.25,70.08,92.46
2888980,攻城与召唤 Siege and Summons 【5分钟一局 策略竞技 】,RPG,[],"50,000 .. 100,000",0,0,,,,
1328890,Succubus Affection,RPG,[],"50,000 .. 100,000",0,1499,Succubus Affection,5.55,8.4,12.75
455820,Omensight: Definitive Edition,RPG,[],"50,000 .. 100,000",0,1999,,,,
2128270,Path of Achra,RPG,[],"50,000 .. 100,000",0,999,Path of Achra,2.28,14.12,80.63
503480,Mahluk:Dark Demon,RPG,[],"50,000 .. 100,000",0,399,,,,
1222210,Extremely Realistic Siege Warfare Simulator,RPG,[],"50,000 .. 100,000",0,0,Extremely Realistic Siege Warfare Simulator,0.0,0.0,0.0
330270,Warlocks vs Shadows,RPG,[],"50,000 .. 100,000",0,1399,Warlocks vs Shadows,0.0,5.9,0.0
2868860,Card Survival: Fantasy Forest,RPG,[],"50,000 .. 100,000",0,2199,Card Survival: Fantasy Forest,0.0,0.0,0.0
2391870,MareQuest: An Interactive Tail,RPG,[],"50,000 .. 100,000",0,499,MareQuest: An Interactive Tail,1.67,3.15,10.0
211340,Magical Diary: Horse Hall,RPG,[],"50,000 .. 100,000",0,1499,,,,
3042680,Lightracer: For Judge,RPG,[],"50,000 .. 100,000",0,999,,,,
2630020,Nightmare Knight ~Sacred Maiden & Fallen Magic~,RPG,[],"50,000 .. 100,000",0,1799,Nightmare Knight ~Sacred Maiden & Fallen Magic~,0.0,20.0,0.0
370690,Elendia Ceus,RPG,[],"50,000 .. 100,000",0,79,Elendia Ceus,0.0,0.0,12.69
303680,FATE: The Traitor Soul,RPG,[],"50,000 .. 100,000",0,799,Fate: The Traitor Soul,17.58,0.0,0.0
2481230,Malkin,RPG,[],"50,000 .. 100,000",0,899,Animalkind,1.0,0.0,0.0
991740,Era Of Newborns,RPG,[],"50,000 .. 100,000",0,0,,,,
3119460,Dark Blue Dungeon,RPG,[],"50,000 .. 100,000",0,499,,,,
1704180,Broken Alliance,RPG,[],"50,000 .. 100,000",0,1499,Broken Alliance,0.0,0.0,0.0
679270,Antaria Online,RPG,[],"50,000 .. 100,000",0,0,Antaria Online,0.0,0.0,0.0
359400,Why Am I Dead At Sea,RPG,[],"50,000 .. 100,000",0,499,Why Am I Dead At Sea,5.6,5.65,7.56
1374280,Kor,RPG,[],"50,000 .. 100,000",0,799,Kor,8.0,0.0,9.5
1814570,Transcendence Legacy - Voidswept,RPG,[],"50,000 .. 100,000",0,499,Transcendence Legacy - Voidswept,0.0,0.0,0.0
1123550,Desire Gambling House/欲望赌馆,RPG,[],"50,000 .. 100,000",0,99,,,,
31210,Tales of Monkey Island Complete Pack: Chapter 5 - Rise of the Pirate God,RPG,[],"50,000 .. 100,000",0,1499,,,,
1880960,Running on Empty,RPG,[],"50,000 .. 100,000",0,399,,,,
636370,The Sun Never Sets,RPG,[],"50,000 .. 100,000",0,499,The Sun Never Sets,0.0,0.0,0.0
3185140,Submerged Mystery: Takodachi,RPG,[],"50,000 .. 100,000",0,0,Submerged Mystery: Takodachi,0.0,0.0,0.0
1033810,New Age,RPG,[],"50,000 .. 100,000",0,0,Newfound Courage,3.01,4.2,4.49
1671590,Paladin's Oath,RPG,[],"50,000 .. 100,000",0,599,Paladin's Oath,0.0,0.0,0.0
2744150,Proud To Love,RPG,[],"50,000 .. 100,000",0,999,,,,
2769210,Scarmonde,RPG,[],"50,000 .. 100,000",0,1049,Scarmonde,24.0,25.33,38.0
1206410,Kristala,RPG,[],"50,000 .. 100,000",0,3999,Kristala,0.0,0.0,22.2
2123140,The Scarlet Demonslayer,RPG,[],"50,000 .. 100,000",0,974,The Scarlet Demonslayer,0.0,5.22,0.0
1536470,A guard walks into a tavern,RPG,[],"50,000 .. 100,000",0,799,,,,
1551670,Samurai Vandalism,RPG,[],"50,000 .. 100,000",0,1999,Samurai Vandalism,0.0,0.0,0.0
280320,Adventurer Manager,RPG,[],"50,000 .. 100,000",0,499,Adventurer Manager,13.94,26.0,0.0
1929360,Tumbleweed Destiny,RPG,[],"50,000 .. 100,000",0,239,Tumbleweed Destiny,0.0,3.88,6.88
336440,Super Cane Magic ZERO - Legend of the Cane Cane,RPG,[],"50,000 .. 100,000",0,1999,,,,
630900,Illwinter's Floorplan Generator,RPG,[],"50,000 .. 100,000",0,799,,,,
375440,Hero-U: Rogue to Redemption,RPG,[],"50,000 .. 100,000",0,2999,Hero-U: Rogue to Redemption,25.02,37.76,75.0
1620520,Mondealy,RPG,[],"50,000 .. 100,000",0,1199,Mondealy,7.21,7.48,9.43
319250,Magicmaker,RPG,[],"50,000 .. 100,000",0,999,Magicmaker,20.0,26.23,0.0
1450120,The Legend of Heroes: Sen no Kiseki I KAI -Thors Military Academy 1204-,RPG,[],"50,000 .. 100,000",0,3499,The Legend of Heroes: Trails of Cold Steel,58.74,78.05,108.28
1132980,There Is No Light: Enhanced Edition,RPG,[],"50,000 .. 100,000",0,699,,,,
956450,Rogue Fable III,RPG,[],"50,000 .. 100,000",0,999,Rogue Fable III,0.0,0.0,0.0
1713350,Project Castaway,RPG,[],"50,000 .. 100,000",0,1999,Project Castaway,0.0,0.0,0.0
1185560,Astellia,RPG,[],"50,000 .. 100,000",0,0,Astellia,0.0,0.0,0.0
853450,Nevergrind Online,RPG,[],"50,000 .. 100,000",0,1071,Nevergrind Online,36.42,0.0,0.0
3566430,Botomy,RPG,[],"50,000 .. 100,000",0,1499,Lobotomy Corporation,55.33,104.22,123.74
1789030,Maid Cafe on Electric Street,RPG,[],"50,000 .. 100,000",0,1899,Maid Cafe on Electric Street,13.0,20.34,28.52
1582260,Color Pixel Heroes,RPG,[],"50,000 .. 100,000",0,199,,,,
581340,Narborion Saga,RPG,[],"50,000 .. 100,000",0,49,Narborion Saga,0.0,0.0,0.0
386110,Raywin,RPG,[],"50,000 .. 100,000",0,499,Raywin,0.0,0.0,1.15
1452990,Hero Allstars: Void Invasion,RPG,[],"50,000 .. 100,000",0,499,,,,
489020,iGrow Game,RPG,[],"50,000 .. 100,000",0,99,iGrow Game,0.0,0.0,0.0
461820,Legionwood 1: Tale of the Two Swords,RPG,[],"50,000 .. 100,000",0,0,,,,
2388460,Pathfinder: Gallowspire Survivors,RPG,[],"50,000 .. 100,000",0,699,Pathfinder: Gallowspire Survivors,1.93,8.29,0.0
1455220,Succubus Farm,RPG,[],"50,000 .. 100,000",0,1499,Succubus Farm,1.48,0.0,2.63
3470660,Goat Survivor,RPG,[],"50,000 .. 100,000",0,439,,,,
3373660,Look Outside,RPG,[],"50,000 .. 100,000",0,999,Look Outside,13.92,20.16,52.4
2332540,Riftania,RPG,[],"50,000 .. 100,000",0,1199,,,,
593560,The Last Cargo,RPG,[],"50,000 .. 100,000",0,999,The Last Cargo,5.33,0.0,0.0
245730,Flashback,RPG,[],"50,000 .. 100,000",0,249,Flashback,6.17,6.52,8.68
2348400,Techno Banter,RPG,[],"50,000 .. 100,000",0,719,Techno Banter,5.26,6.55,13.5
416030,Your Quest,RPG,[],"50,000 .. 100,000",0,0,Your Quest,0.0,0.0,0.0
1424890,天仙变,RPG,[],"50,000 .. 100,000",0,0,,,,
426590,Blood of Magic,RPG,[],"50,000 .. 100,000",0,999,Blood of Magic,0.0,0.0,0.0
1106740,The Beast of Gevaudan,RPG,[],"50,000 .. 100,000",0,199,,,,
1670880,Devils Gold,RPG,[],"50,000 .. 100,000",0,71,Devils Gold,0.0,0.0,0.0
1607970,梦落凡尘 Dreams of falling into mortal dust,RPG,[],"50,000 .. 100,000",0,99,,,,
1553530,Allan,RPG,[],"50,000 .. 100,000",0,499,Ballance,4.71,0.0,9.75
1232710,Rustler: Prologue,RPG,[],"50,000 .. 100,000",0,0,Rustler: Prologue,0.0,0.0,0.0
1856840,MaDevil,RPG,[],"50,000 .. 100,000",0,599,,,,
2570,Vigil: Blood Bitterness,RPG,[],"50,000 .. 100,000",0,0,Vigil: Blood Bitterness,1.84,0.0,2.02
559680,Vampire: The Masquerade - Redemption,RPG,[],"50,000 .. 100,000",0,599,Vampire: The Masquerade - Redemption,17.66,23.24,26.36
1941550,The Coven of Calahree,RPG,[],"50,000 .. 100,000",0,999,,,,
554770,Heavily Armed,RPG,[],"50,000 .. 100,000",0,499,Heavily Armed,0.0,0.0,0.0
365400,Spoko and Poko,RPG,[],"50,000 .. 100,000",0,499,Spoko and Poko,0.0,0.0,0.0
978700,Ironsmith Medieval Simulator,RPG,[],"50,000 .. 100,000",0,999,Ironsmith Medieval Simulator,0.0,0.0,0.0
1649830,Tales of the Mirror,RPG,[],"50,000 .. 100,000",0,799,Tales of the Mirror,0.0,0.0,0.0
636320,Depth of Extinction,RPG,[],"50,000 .. 100,000",0,1499,Depth of Extinction,15.0,22.5,30.21
905690,魔物讨伐团,RPG,[],"50,000 .. 100,000",0,1299,,,,
893020,Slave's Sword 2,RPG,[],"50,000 .. 100,000",0,1499,Slave's Sword 2,0.0,0.0,6.0
249360,Zafehouse: Diaries,RPG,[],"50,000 .. 100,000",0,199,Zafehouse: Diaries,7.75,24.58,0.0
792990,Identity,RPG,[],"50,000 .. 100,000",0,2999,Identity,0.0,0.0,0.0
655780,Project 5: Sightseer,RPG,[],"50,000 .. 100,000",0,0,Project 5: Sightseer,0.0,0.0,0.0
428180,Islet Online,RPG,[],"50,000 .. 100,000",0,0,Islet Online,0.0,0.0,0.0
1209410,King of Seas,RPG,[],"50,000 .. 100,000",0,2499,King of Seas,18.0,22.36,25.0
480640,Pathfinder Adventures,RPG,[],"50,000 .. 100,000",0,999,Pathfinder Adventures,30.24,37.0,38.5
2458830,Towerborne,RPG,[],"50,000 .. 100,000",0,2499,Towerborne,15.04,19.66,27.65
2013240,Immortal Family,RPG,[],"50,000 .. 100,000",0,1399,,,,
992910,The Black Masses,RPG,[],"50,000 .. 100,000",0,999,The Black Masses,4.0,0.0,28.0
929670,Orion Sandbox Enhanced,RPG,[],"50,000 .. 100,000",0,199,Orion Sandbox Enhanced,0.0,0.0,0.0
2389240,G.O.P.O.T.A,RPG,[],"50,000 .. 100,000",0,2999,G.O.P.O.T.A,0.33,0.0,2.3
1423330,Ancient Warfare: The Han Dynasty,RPG,[],"50,000 .. 100,000",0,1699,Ancient Warfare: The Han Dynasty,0.0,0.0,0.0
2455460,Milord,RPG,[],"50,000 .. 100,000",0,999,Milord,0.0,0.0,0.0
2594560,Devil Seeds,RPG,[],"50,000 .. 100,000",0,0,,,,
712080,7 Bones and 7 Stones - The Ritual,RPG,[],"50,000 .. 100,000",0,0,,,,
1082220,Outbreak: Epidemic,RPG,[],"50,000 .. 100,000",0,99,Outbreak: Epidemic,0.0,0.0,0.0
286220,Pier Solar and the Great Architects,RPG,[],"50,000 .. 100,000",0,1499,Pier Solar and the Great Architects,27.31,32.16,37.88
1354420,The protectors of Deya,RPG,[],"50,000 .. 100,000",0,0,,,,
1342180,Bugz!,RPG,[],"50,000 .. 100,000",0,84,Bugz!,0.0,0.0,0.0
1514300,The Tower Of TigerQiuQiu 2,RPG,[],"50,000 .. 100,000",0,0,,,,
2468490,Eredia 2: The Great War,RPG,[],"50,000 .. 100,000",0,799,,,,
1363470,ARISEN: Prologue,RPG,[],"50,000 .. 100,000",0,0,ARISEN: Prologue,0.0,0.2,0.51
259760,Two Brothers,RPG,[],"50,000 .. 100,000",0,0,Two Brothers,37.8,0.0,0.0
2546630,Zombie Survivor: Undead City Attack,RPG,[],"50,000 .. 100,000",0,203,,,,
819640,Crypto Quest,RPG,[],"50,000 .. 100,000",0,299,,,,
1865890,Creature Hunter,RPG,[],"50,000 .. 100,000",0,99,,,,
327930,Darklands,RPG,[],"50,000 .. 100,000",0,699,Darklands,0.0,82.5,0.0
1967220,No Return,RPG,[],"50,000 .. 100,000",0,799,No Return,0.0,0.0,0.0
467320,God of Word,RPG,[],"50,000 .. 100,000",0,499,God of Word,7.0,7.8,8.29
1694430,Dynamic Dungeons Editor,RPG,[],"50,000 .. 100,000",0,2999,Dynamic Dungeons Editor,0.0,0.0,0.0
1514980,Kingdom Builders,RPG,[],"50,000 .. 100,000",0,0,Kingdom Builders,2.75,0.0,0.0
1833300,Epics of Distant Realm: Holy Return,RPG,[],"50,000 .. 100,000",0,99,,,,
1063790,Citizen of Rome - Dynasty Ascendant,RPG,[],"50,000 .. 100,000",0,999,Citizen of Rome - Dynasty Ascendant,0.0,0.0,0.0
628760,The Adventurer - Episode 1: Beginning of the End,RPG,[],"50,000 .. 100,000",0,49,The Adventurer - Episode 1: Beginning of the End,0.0,1.5,0.0
785850,Valthirian Arc: Hero School Story,RPG,[],"50,000 .. 100,000",0,1499,Valthirian Arc: Hero School Story,17.07,21.09,26.32
563360,Market Tycoon,RPG,[],"50,000 .. 100,000",0,99,Market Tycoon,0.0,0.0,0.0
1460040,Love Fantasy,RPG,[],"50,000 .. 100,000",0,79,Love Fantasy,0.0,0.0,4.47
1666510,Magical Valkyrie Lyristia,RPG,[],"50,000 .. 100,000",0,1499,Magical Valkyrie Lyristia,2.96,9.0,0.0
256030,Shadows: Heretic Kingdoms,RPG,[],"50,000 .. 100,000",0,2999,Shadows: Heretic Kingdoms,7.33,14.03,22.32
760330,BYTEPATH,RPG,[],"50,000 .. 100,000",0,199,,,,
1682410,寂寞神明的心愿手记,RPG,[],"50,000 .. 100,000",0,999,,,,
759440,Learn Japanese To Survive! Kanji Combat,RPG,[],"50,000 .. 100,000",0,899,Learn Japanese To Survive! Kanji Combat,12.0,17.87,18.76
645690,Fantasia of the Wind - 风之幻想曲,RPG,[],"50,000 .. 100,000",0,399,,,,
3088410,7th Domain:Tree of Chaos,RPG,[],"50,000 .. 100,000",0,1199,7th Domain:Tree of Chaos,0.0,0.0,0.0
427680,Zwei: The Arges Adventure,RPG,[],"50,000 .. 100,000",0,1499,Zwei: The Arges Adventure,16.82,23.16,47.52
1663640,The Last Oricru - Final Cut,RPG,[],"50,000 .. 100,000",0,1999,,,,
263820,EvilQuest,RPG,[],"50,000 .. 100,000",0,199,EvilQuest,3.49,5.92,7.5
1729410,Earthling's Undertaking,RPG,[],"50,000 .. 100,000",0,1099,,,,
2130540,目盲/Blind,RPG,[],"50,000 .. 100,000",0,149,,,,
1127840,Landlord's Super,RPG,[],"50,000 .. 100,000",0,1999,Landlord's Super,12.26,22.59,49.79
2751120,Dive The Depths,RPG,[],"50,000 .. 100,000",0,999,,,,
1142090,Playing Both Sides,RPG,[],"50,000 .. 100,000",0,99,,,,
1320100,Wanted Raccoon,RPG,[],"50,000 .. 100,000",0,1699,Wanted Raccoon,0.0,0.0,0.0
412450,The Black Death,RPG,[],"50,000 .. 100,000",0,0,The Black Death,0.0,0.0,0.0
24460,King Arthur: Fallen Champions,RPG,[],"50,000 .. 100,000",0,249,King Arthur: Fallen Champions,3.38,7.0,10.85
206250,Cladun X2,RPG,[],"50,000 .. 100,000",0,999,Cladun X2,0.0,99.26,0.0
1328900,Explorer of Yggdrasil,RPG,[],"50,000 .. 100,000",0,1399,Explorer of Yggdrasil,0.0,0.0,0.0
291960,Elminage Gothic,RPG,[],"50,000 .. 100,000",0,999,Elminage Gothic,25.44,27.91,44.59
248800,Dysfunctional Systems: Learning to Manage Chaos,RPG,[],"50,000 .. 100,000",0,499,Dysfunctional Systems: Learning to Manage Chaos,2.04,2.56,3.17
1713410,Metal Golem: First Contact,RPG,[],"50,000 .. 100,000",0,399,,,,
2220040,Eye of D'akess,RPG,[],"50,000 .. 100,000",0,899,,,,
